LABEL,sentences
1,<s> chriscornell thank much concert bochum shake hand twice amp point know recognize thank much lt 3 </s>
0,<s> omg really feel lonely </s>
1,<s> nancyleegrahn good answer thank take time answer question think rock enjoy jack </s>
1,<s> veinsworld thank follow </s>
1,<s> paddypower give odds election end june look like good bet </s>
1,<s> another thing soon sure give us ideas cup love fun </s>
0,<s> kingdom fail body guard sorry great thank buddy </s>
0,<s> go gran canada tomorrow due repeat exam bad time lol </s>
1,<s> mikemoseng haha occasionally computer type backwards battle </s>
1,<s> hhh twiril nothing compare tweetdeck least shut like tweetdeck eh fun weekend goodnight </s>
0,<s> go another fatty like hopefully ill see call 8 days hes upset </s>
0,<s> didnt read cup felt lucky yogurt make make feel lucky damn teeth dont know eat </s>
1,<s> kelownagurl course tease </s>
0,<s> herbonestrcture meet soon ok talk stuff officially discharge oh oh text phone dead </s>
0,<s> sarcasticluther go mate wed mississippi ca great yeah summer hey </s>
1,<s> thank bb twitter app suggestions </s>
1,<s> sarah emily bandits </s>
0,<s> jodieharsh really really really want go one else know go obviously peasant quarter haha </s>
0,<s> awesome lol 2 sleep much school work tomorrow blah </s>
0,<s> mileycyrus ok 600 thousand followers 6 feel </s>
1,<s> sweetdanigirl yea still toss idea around real dj name people keep confuse </s>
0,<s> jennlaskey palm spring must miss </s>
1,<s> work late office jam lady gaga </s>
1,<s> crash1 mr fan help </s>
1,<s> also get psittacosis right since psittacine </s>
1,<s> haha hate happen </s>
1,<s> asiabrands thank really like quote always remember also msn nick </s>
1,<s> itsmyeyes get update lady status update tell say quot quot </s>
1,<s> 4 exams leave finish summer </s>
0,<s> bosnia oldid see look young </s>
1,<s> kick24 u have real phone username would automatically come aft u type first time </s>
0,<s> dawniecahill www haha guy jenny keep see hes hilarious id watts yeah like wee security </s>
1,<s> accident vehicle road shoulder traffic ease </s>
0,<s> ladyshamble note open dallas yet hear good things though </s>
1,<s> upload picture video members http </s>
1,<s> still love idea sport eyeball men today happy day get see best friends graduate </s>
0,<s> whole photo face recognition doesnt work advertise </s>
0,<s> drop camera outside last site didnt know miss till morning glad insurance soak </s>
0,<s> angelbysea rip nike chip barely get know </s>
1,<s> cupcakes anyone </s>
1,<s> could seriously scare shit pregnant buddy emmalina right wo baby bear </s>
1,<s> incest day outside see crack ceiling </s>
1,<s> idle delight give home </s>
1,<s> order get mail tomorrow see twitter happy </s>
0,<s> blonde know harmless souls </s>
1,<s> trendscaping check check yes </s>
1,<s> th3map great conversation else might sheet act love eh eh </s>
0,<s> http cadet make daddy bad true oh well </s>
0,<s> dont want start study today </s>
1,<s> pennyash upset time end best thing ever happen </s>
0,<s> hear much good </s>
1,<s> exocetau corona listen cafe del mar </s>
0,<s> reason iphone speak auto corrections mail else even though assistance function turn </s>
1,<s> go sail </s>
1,<s> watch awesome drift kid </s>
1,<s> away apply higher another option </s>
1,<s> silverlines good morning hope either cold fever wo ruin monday </s>
0,<s> peterfacinelli oh hear the david carradine die watch e news last night this sad </s>
1,<s> mw2 please bring fairly regular update like new gun map free please </s>
0,<s> davidarchie hey love episode 5 mins u awesome love ya </s>
0,<s> sherryhorror omg know thats band pretty much go melt </s>
1,<s> danyelldamaged hhh clever freedom mother </s>
1,<s> money honey </s>
1,<s> hey go see </s>
1,<s> love </s>
0,<s> k night twitter world back 2 work tom 4am </s>
0,<s> news lol thing leave apartment would like take parent want </s>
0,<s> boogaloo1 awful felt dick everyone point laugh never felt silly sausage </s>
0,<s> nevermind sonic open accept job applications bright side chapter convention awesome </s>
1,<s> blackout1979 oh hai pretty lade </s>
0,<s> try get use twitter cold </s>
1,<s> bom dia twitter dia uahauha </s>
0,<s> sad awkwardness </s>
1,<s> ahmedworld thank ahmed never less </s>
0,<s> cindayy catchy ca wait new album wish show </s>
0,<s> blow balloon taste smell like burn rubber cricket headache </s>
1,<s> brianmcnugget ballads much better </s>
0,<s> gloomy day </s>
1,<s> go bed wo back till sunday night hope everyone amaze weekend l love twitterworld peace xx </s>
1,<s> barracuda808 happy 25th make older 4 months however look like 16 still </s>
0,<s> alkingyouworms yeah epicfail part </s>
0,<s> prepare mammoth 4 hour telecom hate </s>
1,<s> zacseif state band love tweet make music grand follow good time </s>
0,<s> ok accept storm mileycyrus jonasbrothers 8 bite stupid feel sad </s>
0,<s> jodreamznpurple ooooooo miss </s>
0,<s> mi88s aaaaaa mad star trek weekend least quot date quot </s>
1,<s> miss 40 flavor last 16 years liiiiife move colonial 4 good amp cheap </s>
0,<s> talk girlfriend go bed wish could go bed little bite later usual tonight </s>
1,<s> mommaof4wife2r hear felt get hhh </s>
1,<s> really good night soon top </s>
0,<s> irishprincess41 sadly try prepare lecture give tomorrow dry dust </s>
1,<s> love expensive look bunch flower pick garden afternoon </s>
0,<s> yourmommasboy ear surgery today </s>
1,<s> ahahahhahaahhahh pleaseeeeee yeah ask number last night aha xx </s>
0,<s> watch t4 miss stupid alarm didnt fo </s>
0,<s> go movies see miss vs kid 20 hours cs listen bros idea might paranoid </s>
1,<s> mandyremains happy birthday </s>
0,<s> take mom hospital hopefully alright </s>
0,<s> saraesse www sad </s>
0,<s> aja175 buffawhat book ca sister today guess </s>
0,<s> iphone rock love search screen still wait apple release quot disk quot app </s>
1,<s> caitlinlynn represent gb anyway want wish two best luck </s>
1,<s> cheesecake could finish smell ctl yeeeuuuuck 2 curry puff wait cheat day </s>
0,<s> hungry eat many page today feel come need cheeseburger </s>
0,<s> cast native americans hope </s>
0,<s> liveinlove10 http gh totally obvious right maybe get would feel better anyway h </s>
0,<s> antibody tire pl soon something less lame </s>
1,<s> lovato awesome perfume name quot smell like death lovely quot lol seriously market want </s>
1,<s> love here love now love pour hand brow love song </s>
1,<s> ice cream make man happy </s>
1,<s> samchampion nice shirt today look comfortable still professional </s>
0,<s> see movie shall walk rain annoy want sun </s>
1,<s> want repeat last night </s>
1,<s> bout watch wec fight vs fun </s>
0,<s> chrissyyyyyyy saturday la tonight </s>
0,<s> gh dont feel good </s>
0,<s> rehab date le already instal adityamishra phone default s60v3 mine s60v5 </s>
0,<s> gon na life good exit hallway stick world </s>
0,<s> ca sleep txt </s>
0,<s> head acres need go home </s>
1,<s> need help twitter haha </s>
1,<s> sherrilynne better go back get </s>
0,<s> inkophile este hear awesome </s>
1,<s> kimkardashian im happy ur sis whole personality would listen everyday contrast </s>
1,<s> page coffee deck </s>
1,<s> hang shack judith watch game </s>
1,<s> fel bbc news sound theme http nekã¼nk van mtv cinetrip http </s>
1,<s> timaldiss talk newspapers always dim </s>
1,<s> office little connect yet mind </s>
0,<s> feel 2day </s>
1,<s> tinkerbel1013 excite upcoming rendezvous </s>
0,<s> daniweezy well dads shut mine clue go get contact people </s>
0,<s> mmm identical seem bite break upgrade </s>
0,<s> glad back home time study test tomorrow </s>
1,<s> order seed pink cherry tomatoes sudduth brandywine melon assort pepper 2nd grow season </s>
1,<s> head village snowshoemtn come find unless creepy stalker please </s>
1,<s> spalongal get email flora great count intro email come minutes yay </s>
1,<s> im get nut laugh red who </s>
1,<s> wonder crazy ass shit im gon na c 2day make nigra say damn cant complain least get job </s>
0,<s> callimuffin read jus dunno send one bak think font lol </s>
1,<s> oh dear diversity burst susan boil shit happen </s>
0,<s> history essay exam today scar </s>
1,<s> sonar guess </s>
1,<s> wan na play sims </s>
0,<s> look practically cheap b amp bs paris apparently paris amp cheap accommodation dont go hand hand </s>
0,<s> lose favourite sunglasses </s>
0,<s> xlittlemisstuki mean love stranger call get ta get do life </s>
1,<s> twitprentice haha funny def big brother via kirstielu lt lt try </s>
0,<s> juiceegapeach lol well damn fail way around shit </s>
0,<s> oh two baby funeral one day chloe grace days later </s>
1,<s> drjaxxthe new tonight show backdrop set look lot like super mario bros http </s>
0,<s> watch closer read tomorrow morning </s>
0,<s> tuesday726 sadly brian bring back della della euphemism time tell </s>
1,<s> think im gon na go hockey match soon wan na watch mtv movie award noodles tweet </s>
0,<s> kazzba yeah remember poor make </s>
0,<s> ronsalcedo im break joke im save skate miss bub much </s>
1,<s> well hey see twitter back report client use tweet yay </s>
0,<s> creativesoul use conventions year usually though im show never get anything im busy </s>
1,<s> oh also mention mygameloft around showcase latest greatest game </s>
1,<s> bike metro park east side </s>
1,<s> anoopdoggdesai rumour everywhere hope distract loveeee dance move </s>
0,<s> lame understand way book explain logic answer match game someone pls help last </s>
0,<s> finalize invite list transformers tmr hopefully empty sit feel leave many ppl watch already </s>
0,<s> go moms spend time brother leave whole summer tomorrow </s>
1,<s> mileycyrus cant wait see dec23 </s>
1,<s> want nice food someone make something </s>
1,<s> later meatbar one depot chen tv goooood </s>
1,<s> bgstrowger also please note guests exceptionally quiet kick time leigh shout </s>
0,<s> motivation get licence stop flank friends la </s>
1,<s> godlessgirl want alas work soon add quot 1 quot </s>
0,<s> saw twitter maintenance couple hrs gh whatever </s>
0,<s> auburnjones want call job sorry have rough one date get delay stuff </s>
0,<s> maria right </s>
0,<s> one life goals see real play free six chicago tonight lyric someone please go goodmorning </s>
1,<s> feel better </s>
0,<s> desilynnsmom actually go get rid game use sam take </s>
1,<s> roxibear cheer sideline </s>
1,<s> plan get simply springfield website run next week hopefully </s>
1,<s> goodnight </s>
0,<s> gonna cry ash amp kay kiss fame better yet close eye </s>
1,<s> tr2 well grow know take time </s>
1,<s> kitty second best curler planet </s>
1,<s> jasminetame hi jas wonder get email chat </s>
0,<s> 5 days til prom mother change dress </s>
0,<s> kschwalm yeah wet look damp ride home </s>
1,<s> prettyprats think rock thumb take stride </s>
0,<s> krystheilen actually like title mayor twitterville </s>
1,<s> jet117 family clearly rock life </s>
1,<s> thankyou episodes die see cough pizza christmas lol </s>
0,<s> nominator know lamb fry bacon always look smell good cant deal cant handle off dude </s>
1,<s> rollerblade paloooos text plan </s>
1,<s> hey johnson city right around corner keep all prayers god bless </s>
0,<s> subclubloyal www poor laptop atleast still pc break something something </s>
1,<s> paulkinlan apply next series </s>
1,<s> morning twin another long day barn tag amp clip auction </s>
0,<s> mskninah yeah well nobody care lol jk jk cup really scare dream </s>
0,<s> dylancoyle thank go see friend katy might able something tomorrow even get 4am sunday </s>
0,<s> matthew gh behind </s>
1,<s> keep back later </s>
0,<s> fireworks electrical parade suck go dca </s>
0,<s> pogrom get email code work use say already redeem </s>
1,<s> 45sinyoureyes im religion geography hello </s>
0,<s> hardly sleep go terrible phase get hot sleep sad day take mum station </s>
1,<s> denisehammock lol laptop fold laundry way bore job </s>
1,<s> excite costa rica meet tomorrow smash 28 days till go cooooossstttaaa rrriiicccaaa </s>
1,<s> new twitter </s>
1,<s> odarygh find right take effort followfriday </s>
1,<s> supernatural finally lt 33 </s>
0,<s> hungry ah egg take long order 20 minutes ago </s>
1,<s> werewolfleah </s>
0,<s> wait train cold </s>
0,<s> fuck vital ai work cant get presentations internet revise </s>
0,<s> go enjoy every bite today start study kh tomorrow goals kh amp art monday lathe art </s>
0,<s> much wish could hold arm one last time </s>
1,<s> awwwwww come think happen scotland </s>
0,<s> shaunmichaelb oh summer break almost </s>
0,<s> bruno108 work bore stuff wash lovely car visit rels australia eat chip diet fail tonight </s>
0,<s> ahhhhhhhhhh theres photos facebook oh dear god dont want look </s>
1,<s> ciarancuffe budget b09 budget 09 happen october remember </s>
1,<s> studio 13 days </s>
1,<s> hahahaha im tire </s>
0,<s> imeducatednsexi get swine flu </s>
0,<s> darthvader cookies oh woes blatant market </s>
1,<s> hoopinispassion suck obviously </s>
1,<s> hexmurda didnt know baby way yay contrast </s>
1,<s> finish watch dance star glad ty go home also watch real housewives ny reunion nj premiere </s>
